amount,transaction_type,merchant_category,location,card_type,hour,previous_transactions,is_foreign_transaction,fraud
189252,Online,Food,Same City,Credit,12,6,No,0
50059,POS,Shopping,Same City,Debit,21,18,No,0
118197,POS,Gaming,Same City,Debit,0,16,No,1
145124,International,Fuel,Same City,Credit,5,22,Yes,1
191594,ATM,Shopping,Different City,Debit,10,16,No,0
109850,International,Fuel,Different City,Credit,10,9,Yes,1
35062,Online,Gaming,Different State,Credit,22,17,No,0
186713,POS,Travel,Same City,Credit,22,9,No,0
176358,Online,Electronics,International,Credit,17,22,Yes,1
186314,Online,Food,Same City,Credit,21,22,No,1
196149,ATM,Travel,Different State,Credit,0,16,No,1
99942,Online,Electronics,Same City,Debit,5,9,No,1
38485,ATM,Electronics,Same City,Debit,1,11,No,1
26964,POS,Electronics,Different City,Credit,20,17,No,0
134035,ATM,Electronics,Same City,Debit,12,12,No,0
179707,Online,Travel,Same City,Credit,19,27,No,1
116246,ATM,Fuel,Different City,Debit,18,17,No,0
51603,ATM,Jewellery,Same City,Credit,21,2,No,0
45659,POS,Shopping,Same City,Credit,8,4,No,0
66950,Online,Travel,International,Credit,10,19,Yes,1
164036,POS,Gaming,Same City,Credit,11,2,No,1
83424,POS,Jewellery,Same City,Debit,5,13,No,1
105853,Online,Shopping,Same City,Credit,11,9,No,0
197404,POS,Travel,Different City,Debit,20,0,No,0
90803,Online,Fuel,Different City,Debit,1,21,No,1
100074,International,Jewellery,Same City,Credit,9,0,Yes,1
98393,POS,Travel,Same City,Credit,20,6,No,0
21686,International,Shopping,International,Credit,0,20,Yes,0
175824,POS,Shopping,Different City,Debit,6,17,No,0
194447,ATM,Gaming,International,Debit,4,0,Yes,1
87057,Online,Shopping,Same City,Credit,2,18,No,1
67903,Online,Travel,Same City,Credit,12,21,No,1
1646,POS,Gaming,Different City,Credit,22,27,No,0
131915,Online,Electronics,Same City,Credit,14,12,No,0
173304,Online,Shopping,Same City,Debit,17,9,No,0
37868,Online,Fuel,International,Debit,20,11,Yes,0
3022,POS,Travel,Same City,Credit,19,12,No,0
22415,Online,Electronics,Different State,Credit,13,28,No,0
134462,Online,Shopping,Different City,Credit,3,5,No,1
148812,ATM,Fuel,International,Debit,14,20,Yes,1
76292,POS,Food,Same City,Credit,10,11,No,0
171928,Online,Food,Same City,Credit,15,14,No,0
172963,Online,Gaming,Different City,Credit,10,30,No,1
1366,Online,Electronics,Different City,Debit,8,26,No,0
178247,POS,Fuel,Same City,Credit,9,15,No,0
46177,POS,Shopping,Same City,Debit,17,6,No,0
164364,Online,Shopping,Same City,Credit,0,26,No,1
106303,ATM,Shopping,Same City,Credit,17,15,No,0
39063,Online,Shopping,Different State,Debit,9,4,No,0
133901,Online,Food,Same City,Credit,19,21,No,1
134877,Online,Shopping,Different City,Credit,4,23,No,1
94156,Online,Electronics,Same City,Credit,7,1,No,0
135860,International,Food,Same City,Credit,1,1,Yes,1
85053,Online,Jewellery,Different City,Credit,23,8,No,1
149564,Online,Gaming,Same City,Debit,2,16,No,1
58531,POS,Food,Different State,Credit,15,28,No,0
131653,ATM,Food,Same City,Credit,8,6,No,0
41350,Online,Electronics,Same City,Credit,10,23,No,0
177107,POS,Shopping,Same City,Debit,0,7,No,0
150436,POS,Shopping,Same City,Debit,4,1,No,1
47295,POS,Food,International,Debit,23,23,Yes,0
74405,International,Shopping,Different City,Credit,15,5,Yes,1
107780,POS,Electronics,Different State,Credit,21,16,No,1
189941,POS,Jewellery,Different City,Credit,12,12,No,1
4441,Online,Fuel,Same City,Credit,4,19,No,0
124846,International,Gaming,Different State,Credit,3,2,Yes,1
34264,International,Travel,Same City,Debit,21,20,Yes,0
110379,Online,Shopping,Same City,Credit,15,25,No,1
91986,POS,Electronics,Different City,Debit,3,13,No,1
125179,ATM,Fuel,Same City,Credit,17,13,No,0
1533,POS,Electronics,Different City,Credit,0,12,No,0
180393,ATM,Food,Same City,Credit,18,8,No,0
140636,Online,Food,Same City,Debit,6,13,No,0
146261,POS,Food,Different City,Credit,9,18,No,0
185041,Online,Shopping,Different State,Credit,7,14,No,1
42513,Online,Travel,Different State,Debit,19,22,No,0
13745,Online,Jewellery,Same City,Credit,4,15,No,0
114231,Online,Food,Same City,Debit,23,12,No,0
105126,POS,Travel,Different City,Credit,5,20,No,1
2907,Online,Gaming,Different State,Credit,1,25,No,0
135317,POS,Gaming,Different City,Credit,20,0,No,1
22865,International,Electronics,Same City,Credit,18,6,Yes,0
193280,POS,Fuel,Same City,Debit,17,29,No,1
91188,International,Food,Different City,Credit,12,18,Yes,0
45984,Online,Shopping,Same City,Credit,3,25,No,1
67652,ATM,Fuel,Different City,Debit,12,18,No,0
63872,ATM,Jewellery,Same City,Credit,18,27,No,0
30579,Online,Food,Different State,Credit,22,7,No,0
108214,International,Travel,Same City,Debit,7,9,Yes,1
176705,POS,Food,Different City,Credit,10,11,No,0
150495,Online,Jewellery,Different City,Debit,15,23,No,1
192888,Online,Food,Same City,Debit,19,11,No,0
28067,Online,Shopping,International,Credit,0,24,Yes,0
11179,ATM,Food,Same City,Debit,18,27,No,0
48038,International,Fuel,Same City,Credit,18,4,Yes,1
111033,POS,Travel,Same City,Credit,21,24,No,1
31653,POS,Travel,Different City,Credit,6,12,No,0
85411,Online,Fuel,Same City,Credit,8,15,No,0
90040,Online,Travel,Same City,Debit,11,11,No,0
73403,POS,Gaming,International,Debit,3,23,Yes,1
61914,POS,Fuel,Same City,Debit,23,4,No,0
2653,Online,Travel,International,Debit,16,17,Yes,0
127664,Online,Travel,Different City,Credit,22,5,No,0
66760,POS,Gaming,Same City,Credit,11,11,No,1
67658,Online,Food,Same City,Debit,19,6,No,0
170458,POS,Shopping,Different State,Credit,21,16,No,1
193175,Online,Shopping,Different City,Credit,4,27,No,1
88544,Online,Gaming,Same City,Debit,2,5,No,1
82277,Online,Food,Same City,Debit,8,28,No,1
95301,POS,Travel,Same City,Credit,0,4,No,1
173645,Online,Electronics,Different City,Credit,12,3,No,0
124142,POS,Shopping,Same City,Debit,2,3,No,1
40804,Online,Jewellery,Same City,Credit,23,9,No,0
33238,Online,Fuel,Same City,Debit,10,27,No,0
141810,International,Travel,Same City,Debit,17,5,Yes,1
119780,POS,Gaming,Different City,Credit,20,17,No,1
91108,POS,Shopping,Same City,Credit,13,8,No,0
2867,Online,Fuel,Different State,Credit,15,17,No,1
129056,International,Travel,Same City,Credit,9,19,Yes,1
1992,POS,Shopping,Different State,Credit,7,5,No,0
169442,Online,Food,Same City,Credit,7,16,No,0
160850,ATM,Electronics,Same City,Debit,8,13,No,0
18047,Online,Food,Different City,Debit,8,22,No,0
49327,Online,Shopping,International,Credit,3,9,Yes,1
187584,Online,Shopping,Same City,Credit,6,10,No,0
130751,International,Travel,Different State,Credit,4,1,Yes,1
102971,Online,Travel,Same City,Debit,12,26,No,0
187449,Online,Electronics,Same City,Debit,1,6,No,1
24731,POS,Jewellery,Same City,Debit,9,29,No,0
165031,POS,Electronics,Same City,Credit,15,20,No,0
94583,ATM,Fuel,Same City,Credit,20,13,No,0
43972,ATM,Gaming,Same City,Credit,1,18,No,1
124689,POS,Shopping,Different State,Credit,15,2,No,1
88815,International,Jewellery,Different City,Credit,20,4,Yes,1
28252,Online,Shopping,International,Debit,11,25,Yes,0
192301,Online,Electronics,Same City,Credit,1,15,No,1
146644,Online,Electronics,Same City,Credit,11,10,No,0
72274,ATM,Gaming,Different State,Credit,16,4,No,1
69135,POS,Travel,Different State,Credit,23,5,No,0
162559,ATM,Electronics,Same City,Debit,21,30,No,1
101678,Online,Electronics,Different City,Credit,9,10,No,0
84516,Online,Travel,Same City,Debit,4,5,No,1
53073,Online,Shopping,Same City,Debit,12,21,No,0
163670,POS,Food,Same City,Debit,2,0,No,1
54819,POS,Jewellery,Different State,Credit,20,1,No,0
194998,International,Food,Same City,Debit,19,8,Yes,1
192592,Online,Food,International,Debit,3,3,Yes,1
139471,Online,Shopping,Different City,Credit,5,17,No,1
108938,POS,Electronics,Different City,Debit,22,21,No,1
27389,Online,Shopping,Same City,Credit,5,17,No,0
116232,International,Fuel,Different City,Debit,11,13,Yes,1
112976,ATM,Food,Same City,Credit,12,24,No,1
195286,Online,Jewellery,Same City,Credit,23,1,No,1
156275,Online,Shopping,Different State,Credit,7,6,No,1
5788,ATM,Jewellery,Different State,Debit,16,17,No,0
149944,Online,Shopping,Same City,Credit,11,28,No,1
61178,Online,Food,Different City,Credit,6,23,No,1
85216,ATM,Shopping,Different State,Debit,18,26,No,1
156136,POS,Shopping,Different State,Credit,1,29,No,1
91307,ATM,Food,International,Credit,7,23,Yes,1
157989,International,Gaming,Different City,Credit,16,1,Yes,1
148188,Online,Travel,Same City,Credit,23,12,No,0
197452,POS,Travel,Same City,Credit,12,4,No,0
21738,POS,Electronics,Same City,Credit,12,16,No,0
183042,Online,Shopping,Different City,Credit,20,18,No,0
161579,International,Travel,Same City,Credit,13,10,Yes,1
151099,Online,Electronics,Same City,Credit,10,11,No,0
6445,ATM,Shopping,Same City,Debit,14,19,No,0
11864,International,Shopping,Different City,Credit,23,27,Yes,0
193976,Online,Jewellery,International,Debit,9,0,Yes,1
29270,Online,Travel,Same City,Debit,6,6,No,0
196801,Online,Travel,Different City,Credit,22,21,No,0
152931,International,Travel,Same City,Credit,6,25,Yes,1
71214,Online,Gaming,Same City,Credit,8,21,No,1
173141,Online,Shopping,Same City,Debit,12,7,No,0
133410,International,Shopping,Same City,Debit,17,2,Yes,1
131342,International,Travel,Different City,Credit,16,9,Yes,1
103227,POS,Shopping,Different City,Credit,9,7,No,0
131500,Online,Shopping,Same City,Credit,0,30,No,1
73551,Online,Food,Same City,Credit,23,12,No,0
177832,POS,Gaming,Same City,Credit,4,13,No,1
158793,Online,Travel,Same City,Credit,17,21,No,1
36304,Online,Electronics,Same City,Credit,4,20,No,1
41531,Online,Travel,International,Credit,10,26,Yes,0
190699,Online,Food,International,Debit,9,14,Yes,1
167045,International,Food,Different State,Credit,5,0,Yes,1
160527,POS,Gaming,Different City,Credit,7,21,No,0
20934,POS,Travel,Same City,Debit,22,20,No,0
101670,POS,Shopping,Same City,Credit,0,29,No,1
108377,Online,Electronics,Same City,Credit,5,29,No,1
115255,ATM,Travel,Same City,Credit,7,13,No,0
11064,POS,Fuel,Different City,Credit,23,18,No,0
137786,POS,Electronics,Same City,Credit,14,26,No,1
64514,POS,Food,Different City,Credit,16,24,No,1
13022,Online,Food,Different State,Debit,9,14,No,0
77280,POS,Shopping,Same City,Credit,20,14,No,0
131344,Online,Electronics,International,Debit,4,12,Yes,1
118297,Online,Travel,Different State,Debit,14,2,No,1
181429,POS,Electronics,Same City,Debit,2,3,No,1
166318,Online,Travel,Same City,Debit,16,19,No,0
99368,POS,Shopping,Same City,Credit,21,27,No,1
38007,Online,Electronics,Same City,Credit,14,9,No,0
30916,ATM,Jewellery,Same City,Debit,0,14,No,0
130816,POS,Shopping,Different State,Credit,18,21,No,1
107618,Online,Gaming,Same City,Debit,8,19,No,1
54530,Online,Shopping,Different City,Credit,1,21,No,1
158247,Online,Jewellery,Same City,Credit,5,5,No,1
160293,POS,Electronics,Different City,Credit,14,23,No,1
9495,Online,Food,Same City,Credit,2,24,No,0
144402,Online,Travel,Same City,Debit,10,16,No,0
55109,POS,Gaming,Same City,Debit,20,16,No,1
126889,POS,Gaming,Different State,Debit,13,19,No,1
68168,POS,Jewellery,Same City,Credit,18,15,No,1
165737,POS,Fuel,Different State,Credit,9,6,No,0
6387,POS,Electronics,Different City,Credit,19,13,No,0
87601,Online,Fuel,Same City,Debit,22,9,No,0
17882,Online,Travel,Same City,Credit,21,10,No,0
189996,POS,Jewellery,Different State,Credit,10,29,No,1
124487,ATM,Gaming,Same City,Debit,17,28,No,1
108615,International,Shopping,Same City,Credit,21,10,Yes,1
5006,Online,Electronics,Different State,Debit,11,2,No,0
73620,ATM,Food,Same City,Credit,5,18,No,1
49220,POS,Fuel,Different City,Debit,10,22,No,1
108593,Online,Fuel,Same City,Debit,9,6,No,0
45978,Online,Electronics,Different State,Debit,14,16,No,1
126627,International,Shopping,Same City,Credit,16,9,Yes,1
37663,ATM,Shopping,International,Credit,4,6,Yes,1
120520,Online,Fuel,Same City,Credit,1,21,No,1
22926,Online,Fuel,Same City,Debit,23,9,No,1
198934,Online,Fuel,Same City,Credit,8,17,No,0
115735,POS,Food,Same City,Credit,19,17,No,0
54253,POS,Travel,Same City,Debit,9,18,No,0
18775,Online,Fuel,Same City,Credit,0,15,No,0
13326,Online,Shopping,Same City,Credit,19,28,No,0
181012,POS,Gaming,Same City,Debit,22,24,No,1
139949,Online,Jewellery,Different City,Credit,2,26,No,1
183233,POS,Travel,Different City,Debit,14,15,No,0
58766,Online,Fuel,Same City,Credit,5,22,No,1
86693,ATM,Fuel,Same City,Credit,15,3,No,0
121011,ATM,Food,Same City,Credit,16,3,No,0
187342,ATM,Food,Different City,Debit,17,14,No,0
108481,Online,Shopping,Same City,Credit,2,10,No,1
182043,POS,Electronics,Same City,Debit,17,22,No,1
173799,POS,Electronics,Different City,Debit,3,18,No,1
85395,POS,Fuel,Same City,Debit,2,19,No,1
156444,ATM,Food,Same City,Debit,2,6,No,1
152344,International,Gaming,Same City,Credit,4,14,Yes,1
102331,POS,Food,Same City,Debit,9,18,No,0
178242,Online,Jewellery,Same City,Debit,11,2,No,1
160398,International,Food,Same City,Credit,11,28,Yes,1
14027,Online,Travel,International,Credit,9,27,Yes,1
113271,POS,Food,Same City,Credit,12,13,No,0
173767,Online,Shopping,Different City,Debit,11,26,No,1
75720,International,Electronics,Same City,Credit,0,4,Yes,1
127685,POS,Jewellery,Same City,Credit,13,27,No,1
182392,POS,Food,Same City,Credit,17,26,No,1
93241,Online,Food,Same City,Credit,23,7,No,0
70682,Online,Travel,Same City,Debit,18,15,No,0
29765,POS,Jewellery,Same City,Debit,16,27,No,0
73348,POS,Shopping,Different State,Credit,15,20,No,0
175400,Online,Gaming,Different State,Credit,1,28,No,1
2926,POS,Travel,Same City,Debit,13,11,No,0
77332,Online,Shopping,International,Debit,23,25,Yes,1
16200,POS,Gaming,Different City,Debit,9,25,No,0
7256,Online,Shopping,Same City,Debit,8,8,No,0
73755,Online,Food,Different City,Debit,18,23,No,1
117187,Online,Shopping,Different State,Credit,5,25,No,1
8774,Online,Shopping,Same City,Debit,4,26,No,0
108351,ATM,Shopping,Same City,Debit,6,18,No,0
90559,Online,Food,Different State,Credit,14,12,No,1
124950,POS,Electronics,Same City,Credit,22,12,No,0
38150,POS,Food,Same City,Debit,12,21,No,0
139102,POS,Shopping,Different State,Debit,13,19,No,1
71557,Online,Food,Same City,Debit,12,14,No,0
196469,Online,Electronics,Different State,Credit,21,22,No,1
82221,POS,Electronics,Different State,Credit,3,16,No,1
117001,Online,Electronics,Same City,Credit,19,2,No,0
155849,POS,Fuel,International,Debit,22,30,Yes,1
158614,Online,Gaming,Different State,Credit,5,28,No,1
48403,Online,Travel,International,Debit,8,24,Yes,0
175101,ATM,Food,Same City,Credit,1,12,No,1
15844,Online,Fuel,Same City,Credit,6,19,No,0
169309,POS,Shopping,Different City,Credit,20,3,No,0
187637,Online,Shopping,Same City,Debit,14,0,No,0
39121,POS,Shopping,Same City,Credit,4,22,No,1
102684,POS,Travel,International,Credit,13,12,Yes,1
18476,POS,Shopping,International,Debit,15,3,Yes,0
94188,Online,Food,Same City,Debit,20,2,No,0
89245,Online,Travel,Different City,Debit,5,17,No,0
100806,POS,Food,Same City,Credit,22,11,No,0
165982,Online,Shopping,Same City,Credit,18,7,No,0
16613,ATM,Gaming,Same City,Debit,14,30,No,0
9810,Online,Food,Different City,Credit,6,25,No,0
137232,POS,Electronics,Different State,Credit,18,7,No,1
9767,POS,Travel,Same City,Debit,19,1,No,0
170175,Online,Shopping,Same City,Credit,3,14,No,1
155038,Online,Fuel,Same City,Credit,19,7,No,0
53221,Online,Fuel,International,Debit,10,3,Yes,1
151086,POS,Food,International,Credit,1,18,Yes,1
16673,Online,Shopping,Same City,Debit,17,5,No,0
152664,Online,Shopping,Different State,Debit,5,0,No,1
21260,Online,Shopping,Same City,Debit,9,13,No,0
124883,POS,Shopping,Different City,Credit,13,7,No,0
160148,POS,Gaming,Different City,Debit,2,20,No,1
79057,Online,Shopping,Same City,Credit,16,3,No,0
199625,International,Travel,Same City,Debit,6,8,Yes,1
29638,ATM,Electronics,International,Credit,5,5,Yes,0
11402,Online,Food,Same City,Credit,19,25,No,0
118889,Online,Electronics,International,Credit,0,15,Yes,1
18675,ATM,Electronics,Different City,Credit,6,23,No,0
85476,Online,Shopping,Same City,Credit,13,27,No,1
57945,Online,Gaming,Same City,Credit,6,29,No,1
46777,Online,Shopping,Different City,Debit,8,6,No,0
8513,POS,Shopping,Same City,Debit,14,13,No,0
90166,Online,Food,Same City,Debit,19,28,No,1
145001,ATM,Shopping,Different State,Credit,6,18,No,1
121410,Online,Electronics,Different City,Credit,10,13,No,0
155229,International,Fuel,Different State,Credit,1,1,Yes,1
192376,ATM,Shopping,Same City,Credit,22,26,No,1
129936,Online,Travel,Same City,Debit,6,4,No,0
62768,POS,Shopping,Same City,Credit,22,14,No,0
195996,POS,Jewellery,Same City,Credit,22,12,No,1
97203,POS,Electronics,Same City,Debit,12,28,No,1
139277,Online,Food,Same City,Debit,17,18,No,0
179580,Online,Fuel,Different City,Credit,21,11,No,0
29189,Online,Travel,Same City,Credit,20,17,No,0
147099,POS,Shopping,International,Credit,3,20,Yes,1
197304,POS,Jewellery,Same City,Debit,7,10,No,1
70186,POS,Food,Same City,Credit,14,15,No,0
32267,POS,Travel,Different State,Debit,14,19,No,0
176603,International,Fuel,International,Credit,14,2,Yes,1
46974,Online,Jewellery,Same City,Credit,22,4,No,0
53644,POS,Gaming,Same City,Debit,17,29,No,0
90985,Online,Electronics,Same City,Credit,0,27,No,1
136315,POS,Food,Same City,Debit,10,15,No,0
182778,POS,Travel,Same City,Credit,9,5,No,0
59549,POS,Jewellery,Different City,Credit,11,9,No,1
43711,POS,Shopping,Same City,Credit,5,26,No,1
174781,ATM,Shopping,Same City,Debit,18,4,No,0
97007,Online,Travel,Same City,Credit,11,4,No,0
141622,International,Travel,Same City,Credit,15,24,Yes,1
120172,International,Shopping,International,Credit,16,10,Yes,1
77578,POS,Food,International,Debit,18,21,Yes,1
148272,POS,Jewellery,Same City,Credit,15,28,No,0
177835,POS,Food,Same City,Debit,14,11,No,0
14526,POS,Shopping,Same City,Debit,8,6,No,1
141241,ATM,Electronics,International,Debit,12,6,Yes,1
158217,POS,Jewellery,Different State,Credit,4,22,No,1
96996,Online,Shopping,Same City,Credit,14,27,No,1
56643,POS,Food,International,Debit,9,5,Yes,1
111205,POS,Food,Different State,Credit,4,6,No,1
137804,International,Shopping,International,Debit,2,0,Yes,1
71751,Online,Travel,Different City,Debit,4,6,No,1
100178,Online,Travel,Different State,Credit,18,9,No,1
194048,POS,Shopping,Same City,Credit,20,26,No,1
32652,POS,Fuel,Same City,Credit,22,20,No,0
31388,ATM,Travel,International,Credit,11,18,Yes,0
114412,ATM,Gaming,Same City,Debit,3,11,No,1
150901,Online,Food,Different City,Credit,14,28,No,1
93786,Online,Food,Same City,Debit,11,1,No,0
138934,POS,Shopping,Same City,Debit,3,19,No,1
142630,Online,Food,Different State,Debit,8,21,No,1
95133,Online,Gaming,Different State,Credit,16,9,No,1
127213,Online,Jewellery,Same City,Credit,16,7,No,1
